apertura,branch_id,brand,city,country,db_cost_center,db_match,display_name,estado,is_deleted,is_presale,key,m2,name,nueva,partner_id,partner_name,pendiente,punto_equilibrio,region_name,source,updated_at
2025-07-04,106,ACTION_SPORT_CLUB,MEDELLÍN,CO,"{'id': 78, 'is_active': True, 'name': 'Action Sport Club San Lucas'}",id,Sport Club San Lucas,activa,0,0,CO:106,2238.0,SportClubSanLucas,False,78,EVO,False,0.0,ACTION SPORT CLUB,master_sedes,2026-08-27T03:26:55Z
2025-10-10,108,ACTION_SPORT_CLUB,MEDELLÍN,CO,"{'id': 79, 'is_active': True, 'name': 'Action Sport Club Vegas'}",id,Sport Club Vegas,activa,0,0,CO:108,1619.0,SportClubVegas,False,77,EVO,False,0.0,ACTION SPORT CLUB,master_sedes,2026-08-27T03:26:55Z
2021-05-20,2,ACTION_EXPERIENCE,MEDELLÍN,CO,"{'id': 82, 'is_active': True, 'name': 'Action Tesoro'}",id,Tesoro,activa,0,0,CO:2,418.5,Tesoro,False,3,EVO,False,919.0,ANTIOQUIA CENTRO,master_sedes,2026-08-27T03:26:55Z
2024-12-06,28,ACTION_EXPERIENCE,CALI,CO,"{'id': 84, 'is_active': True, 'name': 'Action Unicentro Cali'}",id,Unicentro,activa,0,0,CO:28,856.0,UnicentroCali,False,30,EVO,False,1067.0,B/QUILLA - CALI - PEREIRA,master_sedes,2026-08-27T03:26:55Z
2024-09-13,16,ACTION_EXPERIENCE,BARRANQUILLA,CO,"{'id': 87, 'is_active': True, 'name': 'Action Viva Barranquilla'}",id,Viva Barranquilla,activa,0,0,CO:16,750.0,VivaBarranquilla,False,21,EVO,False,809.0,B/QUILLA - CALI - PEREIRA,master_sedes,2026-08-27T03:26:55Z
2024-06-07,18,ACTION_EXPERIENCE,ENVIGADO,CO,"{'id': 88, 'is_active': True, 'name': 'Action Viva Envigado'}",id,Viva Envigado,activa,0,0,CO:18,611.4,VivaEnvigado,False,18,EVO,False,809.0,ANTIOQUIA SUR,master_sedes,2026-08-27T03:26:55Z
2025-08-12,49,ACTION_EXPERIENCE,ENVIGADO,CO,"{'id': 86, 'is_active': True, 'name': 'Action Viva Alto Las Palmas'}",id,Viva Palmas,activa,0,0,CO:49,609.0,VivaPalmas,False,40,EVO,False,,ANTIOQUIA SUR,admin,2026-08-27T15:42:43Z
2026-07-31,82,ACTION_EXPERIENCE,MEDELLÍN,CO,"{'id': 36, 'is_active': True, 'name': 'Action Exito AV Colombia'}",id,Éxito Av Colombia,activa,0,0,CO:82,871.0,ExitoAvColombia,False,58,EVO,False,450.0,ANTIOQUIA NORTE,master_sedes,2026-08-27T03:26:55Z
2026-03-02,79,ACTION_EXPERIENCE,"BOGOTÁ, D.C.",CO,"{'id': 37, 'is_active': True, 'name': 'Action Exito Chapinero'}",id,Éxito Chapinero,activa,0,0,CO:79,696.47,ExitoChapinero,False,55,EVO,False,450.0,BOGOTÁ,master_sedes,2026-08-27T03:26:55Z
,24,ACTION_EXPERIENCE,"BOGOTÁ, D.C.",CO,,,Éxito Modelia,inactiva,1,1,CO:24,,ExitoModelia,False,25,EVO,False,,BOGOTÁ,,
2025-12-19,59,ACTION_EXPERIENCE,MEDELLÍN,CO,"{'id': 39, 'is_active': True, 'name': 'Action Exito Poblado'}",id,Éxito Poblado,activa,0,0,CO:59,615.0,ExitoPoblado,False,27,EVO,False,939.0,ANTIOQUIA CENTRO,master_sedes,2026-08-27T03:26:55Z
2026-02-13,81,ACTION_EXPERIENCE,MEDELLÍN,CO,"{'id': 40, 'is_active': True, 'name': 'Action Exito San Diego'}",id,Éxito San Diego,activa,0,0,CO:81,668.0,SanDiego,False,57,EVO,False,600.0,ANTIOQUIA CENTRO,master_sedes,2026-08-27T03:26:55Z
2024-11-15,43,ACTION_EXPERIENCE,MADRID,ES,"{'id': 193, 'is_active': True, 'name': 'Action Alcala'}",nombre,Alcalá,activa,0,0,ES:43,675.0,Alcala,False,10228,TRAININGGYM,False,429.0,,master_sedes,2026-08-27T03:26:55Z
2024-09-27,44,ACTION_EXPERIENCE,MADRID,ES,"{'id': 209, 'is_active': True, 'name': 'Action Ortega y Gasset'}",nombre,Ortega y Gasset,activa,0,0,ES:44,1561.0,OrtegayGasset,False,10321,TRAININGGYM,False,720.0,,master_sedes,2026-08-27T03:26:55Z
2025-03-07,45,ACTION_EXPERIENCE,MADRID,ES,,,Ventas,activa,0,0,ES:45,642.0,Ventas,False,10229,TRAININGGYM,False,320.0,,master_sedes,2026-08-27T03:26:55Z
2026-07-24,68,ACTION_EXPERIENCE,CIUDAD DE MÉXICO,MX,"{'id': 175, 'is_active': True, 'name': 'Action Bosque Real'}",nombre,Bosque Real,activa,0,0,MX:68,939.0,BosqueReal,False,12,EVO,False,420.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
2025-05-09,55,ACTION_EXPERIENCE,CUERNAVACA,MX,,,Cuernavaca,activa,0,0,MX:55,1093.0,Cuernavaca,False,5,EVO,False,280.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
2024-09-18,46,ACTION_EXPERIENCE,CIUDAD DE MÉXICO,MX,,,Euroten Santa Fe,activa,0,0,MX:46,675.5,EurotenSantaFe,False,1,EVO,False,400.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
2024-12-30,53,ACTION_EXPERIENCE,CIUDAD DE MÉXICO,MX,"{'id': 179, 'is_active': True, 'name': 'Action Interlomas'}",nombre,Interlomas,activa,0,0,MX:53,1109.4,Interlomas,False,3,EVO,False,440.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
2025-10-15,71,ACTION_EXPERIENCE,GUADALAJARA,MX,"{'id': 182, 'is_active': True, 'name': 'Action Landmark'}",nombre,Landmark,activa,0,0,MX:71,871.0,Landmark,False,9,EVO,False,320.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
2025-12-21,69,ACTION_EXPERIENCE,CIUDAD DE MÉXICO,MX,"{'id': 183, 'is_active': True, 'name': 'Action Parque Duraznos'}",nombre,Parque Duraznos,activa,0,0,MX:69,638.0,ParqueDuraznos,False,11,EVO,False,340.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
2026-08-02,70,ACTION_EXPERIENCE,CIUDAD DE MÉXICO,MX,,,Reforma,activa,0,0,MX:70,759.0,ReformaAngelDeLaIndependencia,False,10,EVO,False,330.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
2025-02-10,54,ACTION_EXPERIENCE,GUADALAJARA,MX,"{'id': 188, 'is_active': True, 'name': 'Action Sao Paulo'}",nombre,Sao Paulo,activa,0,0,MX:54,745.5,SaoPaulo,False,2,EVO,False,360.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
2026-08-06,73,ACTION_EXPERIENCE,METEPEC,MX,"{'id': 189, 'is_active': True, 'name': 'Action Town Square Metepec'}",nombre,Town Square Metepec,activa,0,0,MX:73,489.7,TownSquareMetepec,False,8,EVO,False,450.0,MEXICO,master_sedes,2026-08-27T03:26:55Z
,50,ACTION_EXPERIENCE,NEW YORK,US,,,Nomad,inactiva,1,1,US:50,,FlatIron,False,64cbd370c16f84ef7d0ebe96,GLOFOX,False,,,,
2024-06-22,40,ACTION_EXPERIENCE,NEW YORK,US,,,Tribeca,activa,0,0,US:40,406.0,Tribeca,False,64c96bc8aecbe3bb70046e94,GLOFOX,False,450.0,,master_sedes,2026-08-27T03:26:55Z
,51,ACTION_EXPERIENCE,NEW YORK,US,,,Williamsburg,inactiva,1,1,US:51,,Williamsburg,False,64cbd5032b999008830bc703,GLOFOX,False,,,,
