display_name,ValorBaixa,DtLancamento,IdFilial
Plaza Rio Grande,"249.900,00",2026-01-16,23
Cortezza,"129.900,00",2026-01-16,24
Éxito Poblado,"249.900,00",2026-01-16,27
Campanella Plaza,"199.900,00",2026-01-16,29
Unicentro,"199.900,00",2026-01-16,30
Unicentro,"180.000,00",2026-01-16,30
Colina,"219.900,00",2026-01-16,31
Viva Envigado,"3.000,00",2026-01-16,18
Pepe Sierra,"219.900,00",2026-01-16,32
Unicentro,"199.900,00",2026-01-16,30
Colina,"249.900,00",2026-01-16,31
San Bernardo,"219.900,00",2026-01-16,34
Aves Maria,"249.900,00",2026-01-16,35
Corporate Center,"14.000,02",2026-01-16,61
Park1433,"14.000,02",2026-01-16,45
La 33,"3.000,00",2026-01-16,9
Tesoro,"8.000,00",2026-01-12,3
Santafe Bogota,"249.900,00",2026-01-12,13
City Plaza,"15.000,00",2026-01-12,6
Viva Palmas,"20.000,00",2026-01-12,40
City Plaza,"12.000,01",2026-01-12,6
Altos Del Prado,"30.000,01",2026-01-12,19
Cortezza,"7.000,01",2026-01-12,24
La 33,"17.000,01",2026-01-12,9
Pepe Sierra,"2.399.900,00",2026-01-12,32
Las Palmas Bio 26,"36.000,00",2026-01-12,46
Connecta 26,"14.000,02",2026-01-12,22
Oviedo,"249.900,00",2026-01-12,14
Epic Pereira,"3.000,00",2026-01-12,51
Campestre,"10.000,00",2026-01-12,5
Alto de palmas,"3.000,00",2026-01-12,7
City Plaza,"249.900,00",2026-01-12,6
Epic Pereira,"10.000,00",2026-01-13,51
CC Florida,"3.000,00",2026-01-13,43
Sabaneta,"3.000,00",2026-01-13,4
Connecta 26,"180.000,00",2026-01-13,22
Altos Del Prado,"199.900,00",2026-01-13,19
Las Palmas Bio 26,"3.000,00",2026-01-13,46
CC Florida,"249.900,00",2026-01-13,43
CC Florida,"249.900,00",2026-01-13,43
CC Florida,"249.900,00",2026-01-13,43
FIC 48 CD DEL RIO,"180.000,00",2026-01-13,68
CC Florida,"219.900,00",2026-01-13,43
Los Colores,"7.000,01",2026-01-13,17
Las Palmas Bio 26,"2.399.900,00",2026-01-13,46
Viva Envigado,"8.000,00",2026-01-13,18
Colina,"249.900,00",2026-01-16,31
Colina,"249.900,00",2026-01-16,31
Cedro Bolivar,"249.900,00",2026-01-16,33
Las Palmas Bio 26,"14.000,02",2026-01-16,46
Viva Palmas,"129.900,00",2026-01-16,40
Viva Palmas,"3.000,00",2026-01-16,40
CC Florida,"219.900,00",2026-01-16,43
CC Florida,"219.900,00",2026-01-16,43
Altos Del Prado,"15.000,00",2026-01-16,19
Campanella Plaza,"24.900,00",2026-01-16,29
Atlantis,"62.900,00",2026-01-16,20
Atlantis,"18.000,02",2026-01-16,20
Campanella Plaza,"199.900,00",2026-01-16,29
Altos Del Prado,"15.000,00",2026-01-16,19
Alto de palmas,"9.000,00",2026-01-16,7
Connecta 80,"8.000,00",2026-01-16,28
City Plaza,"44.999,99",2026-01-12,6
Sabaneta,"6.000,00",2026-01-12,4
FIC 48 CD DEL RIO,"7.000,01",2026-01-12,68
Ciudadela Sabaneta,"3.000,00",2026-01-12,50
Ciudadela Sabaneta,"13.000,00",2026-01-12,50
Tesoro,"249.900,00",2026-01-13,3
Tesoro,"249.900,00",2026-01-13,3
Las Palmas Bio 26,"249.900,00",2026-01-13,46
Sabaneta,"6.000,00",2026-01-12,4
City Plaza,"12.000,01",2026-01-12,6
La 33,"249.900,00",2026-01-12,9
Niquia,"3.000,00",2026-01-12,16
Niquia,"2.399.900,00",2026-01-12,16
Las Palmas Bio 26,"249.900,00",2026-01-12,46
Unicentro,"40.000,00",2026-01-12,30
Cortezza,"7.000,01",2026-01-12,24
Aves Maria,"120.000,00",2026-01-16,35
Aves Maria,"249.900,00",2026-01-16,35
Aves Maria,"199.900,00",2026-01-16,35
Viva Palmas,"249.900,00",2026-01-16,40
Viva Palmas,"249.900,00",2026-01-16,40
FIC 48 CD DEL RIO,"249.900,00",2026-01-16,68
Tesoro,"24.900,00",2026-01-16,3
Unicentro,"21.000,01",2026-01-16,30
Pepe Sierra,"24.900,00",2026-01-16,32
Park1433,"6.000,00",2026-01-16,45
Viva Envigado,"41.000,02",2026-01-16,18
Ciudadela Sabaneta,"18.000,02",2026-01-16,50
Los Molinos,"23.000,01",2026-01-16,48
Connecta 26,"6.000,00",2026-01-16,22
Niquia,"6.000,00",2026-01-16,16
Epic Pereira,"15.000,00",2026-01-16,51
Connecta 80,"14.000,02",2026-01-12,28
Belen,"15.000,00",2026-01-12,10
Outlet,"10.000,01",2026-01-12,47
Campanella Plaza,"10.000,00",2026-01-12,29
Oviedo,"6.000,00",2026-01-12,14
Aves Maria,"300.000,00",2026-01-12,35
Inferior,"8.000,00",2026-01-12,12
Pepe Sierra,"2.399.900,00",2026-01-12,32
Pepe Sierra,"2.399.900,00",2026-01-12,32
Ciudadela Sabaneta,"6.000,00",2026-01-12,50
Ciudadela Sabaneta,"249.900,00",2026-01-12,50
Park1433,"249.900,00",2026-01-13,45
Intermedia,"180.000,00",2026-01-13,1
Park1433,"219.900,00",2026-01-13,45
Las Palmas Bio 26,"249.900,00",2026-01-13,46
Tesoro,"249.900,00",2026-01-13,3
Éxito Poblado,"2.699.900,00",2026-01-16,27
La 33,"20.000,02",2026-01-16,9
Aves Maria,"6.000,00",2026-01-16,35
Viva Envigado,"62.900,00",2026-01-16,18
Pepe Sierra,"7.000,01",2026-01-16,32
Unicentro,"19.000,00",2026-01-16,30
San Lucas,"12.000,01",2026-01-16,15
San Lucas,"3.000,00",2026-01-16,15
CC Florida,"7.000,01",2026-01-16,43
Viva Envigado,"2.399.900,00",2026-01-16,18
Los Molinos,"6.000,00",2026-01-16,48
Alto de palmas,"26.000,02",2026-01-16,7
FIC 48 CD DEL RIO,"249.900,00",2026-01-16,68
CC Florida,"219.900,00",2026-01-16,43
CC Florida,"109.900,00",2026-01-16,43
Belen,"3.000,00",2026-01-13,10
CC Florida,"18.000,36",2026-01-13,43
Connecta 26,"14.000,02",2026-01-13,22
Laureles,"219.900,00",2026-01-13,8
Viva Barranquilla,"9.000,00",2026-01-13,21
Connecta 26,"6.000,00",2026-01-13,22
Alto de palmas,"19.000,03",2026-01-13,7
Park1433,"14.000,02",2026-01-13,45
CC Florida,"249.900,00",2026-01-13,43
CC Florida,"249.900,00",2026-01-13,43
CC Florida,"249.900,00",2026-01-13,43
San Bernardo,"5.000,01",2026-01-13,34
CC Florida,"249.900,00",2026-01-13,43
CC Florida,"249.900,00",2026-01-13,43
CC Florida,"219.900,00",2026-01-13,43
CC Florida,"249.900,00",2026-01-13,43
El Edén,"219.900,00",2026-01-16,52
Santafe Bogota,"14.000,02",2026-01-16,13
CC Florida,"10.000,00",2026-01-16,43
Aves Maria,"10.000,00",2026-01-16,35
Altos Del Prado,"30.000,00",2026-01-16,19
Aves Maria,"3.000,00",2026-01-16,35
Sabaneta,"12.000,01",2026-01-16,4
Alto de palmas,"114.000,00",2026-01-16,7
Niquia,"3.000,00",2026-01-16,16
C.C Parque La Colina,"10.042,03",2026-01-16,60
Viva Palmas,"3.000,00",2026-01-16,40
Oviedo,"6.000,00",2026-01-16,14
Éxito Poblado,"114.000,00",2026-01-16,27
Los Colores,"18.000,00",2026-01-16,17
Inferior,"15.000,01",2026-01-16,12
Niquia,"3.000,00",2026-01-16,16
Atlantis,"249.900,00",2026-01-04,20
Santafe Bogota,"199.900,00",2026-01-04,13
Santafe Bogota,"219.900,00",2026-01-04,13
Santafe Bogota,"219.900,00",2026-01-04,13
Oviedo,"249.900,00",2026-01-04,14
Oviedo,"249.900,00",2026-01-04,14
Niquia,"219.900,00",2026-01-04,16
Los Colores,"199.900,00",2026-01-04,17
Viva Envigado,"224.900,00",2026-01-04,18
Viva Envigado,"109.900,00",2026-01-04,18
Atlantis,"219.900,00",2026-01-04,20
Connecta 26,"180.000,00",2026-01-04,22
Viva Envigado,"129.900,00",2026-01-04,18
Viva Envigado,"180.000,00",2026-01-04,18
Viva Barranquilla,"199.900,00",2026-01-04,21
Connecta 26,"219.900,00",2026-01-04,22
Tesoro,"249.900,00",2026-01-13,3
Sabaneta,"219.900,00",2026-01-13,4
Sabaneta,"129.900,00",2026-01-13,4
Sabaneta,"249.900,00",2026-01-13,4
C.C Parque La Colina,"249.900,00",2026-01-12,60
La 33,"249.900,00",2026-01-12,9
Los Colores,"129.900,00",2026-01-12,17
Campanella Plaza,"199.900,00",2026-01-12,29
Campanella Plaza,"199.900,00",2026-01-12,29
Campanella Plaza,"199.900,00",2026-01-12,29
Campanella Plaza,"199.900,00",2026-01-12,29
Campanella Plaza,"199.900,00",2026-01-12,29
Campanella Plaza,"249.900,00",2026-01-12,29
Campanella Plaza,"249.900,00",2026-01-12,29
Campanella Plaza,"180.000,00",2026-01-12,29
Unicentro,"249.900,00",2026-01-12,30
Belen,"219.900,00",2026-01-16,10
Colina,"14.000,02",2026-01-16,31
Intermedia,"18.000,02",2026-01-16,1
Inferior,"179.900,00",2026-01-16,12
CC Florida,"3.000,00",2026-01-16,43
La 33,"20.000,00",2026-01-16,9
Los Molinos,"12.000,01",2026-01-16,48
Sabaneta,"6.000,00",2026-01-16,4
Campestre,"3.000,00",2026-01-16,5
Viva Barranquilla,"3.000,00",2026-01-16,21
Campestre,"399.900,00",2026-01-16,5
City Plaza,"224.900,00",2026-01-16,6
Cedro Bolivar,"14.000,02",2026-01-16,33
Altos Del Prado,"24.900,00",2026-01-16,19
Colina,"11.000,00",2026-01-16,31
City Plaza,"224.900,00",2026-01-16,6
FIC 48 CD DEL RIO,"199.900,00",2026-01-12,68
CC Florida,"219.900,00",2026-01-12,43
Corporate Center,"7.000,01",2026-01-12,61
Éxito Poblado,"3.000,00",2026-01-12,27
Éxito Poblado,"3.000,00",2026-01-12,27
Colina,"3.000,00",2026-01-12,31
Oviedo,"1,00",2026-01-12,14
Laureles,"10.000,00",2026-01-12,8
Mall Gran Via,"3.000,00",2026-01-12,53
Oviedo,"249.900,00",2026-01-12,14
Los Molinos,"40.000,00",2026-01-12,48
Intermedia,"28.000,03",2026-01-12,1
Cedro Bolivar,"6.000,00",2026-01-12,33
Mall Gran Via,"3.000,00",2026-01-12,53
Colina,"3.000,00",2026-01-12,31
La 33,"8.000,00",2026-01-12,9
CC Florida,"219.900,00",2026-01-13,43
Pepe Sierra,"3.000,00",2026-01-13,32
Niquia,"10.000,00",2026-01-13,16
Colina,"399.900,00",2026-01-13,31
Los Colores,"12.000,01",2026-01-13,17
San Bernardo,"3.000,00",2026-01-13,34
Unicentro,"7.000,01",2026-01-13,30
Laureles,"12.000,01",2026-01-13,8
Éxito San Diego,"62.900,00",2026-01-13,57
La 33,"1,00",2026-01-13,9
Niquia,"3.000,00",2026-01-13,16
Laureles,"14.000,02",2026-01-13,8
Colina,"3.000,00",2026-01-13,31
Park1433,"249.900,00",2026-01-13,45
Ciudadela Sabaneta,"199.950,00",2026-01-13,50
Ciudadela Sabaneta,"199.950,00",2026-01-13,50
Cortezza,"8.000,00",2026-01-16,24
Campanella Plaza,"12.000,01",2026-01-16,29
Outlet,"224.900,00",2026-01-16,47
City Plaza,"45.999,99",2026-01-16,6
Corporate Center,"14.000,02",2026-01-16,61
Mall Gran Via,"3.000,00",2026-01-16,53
CC Florida,"399.900,00",2026-01-16,43
Las Palmas Bio 26,"224.900,00",2026-01-16,46
Niquia,"219.900,00",2026-01-16,16
Santafe Bogota,"10.000,00",2026-01-16,13
Colina,"7.000,01",2026-01-16,31
CC Florida,"3.000,00",2026-01-16,43
Niquia,"21.000,03",2026-01-16,16
San Bernardo,"30.000,01",2026-01-16,34
Laureles,"2.379.900,00",2026-01-16,8
Connecta 80,"157.000,00",2026-01-16,28
La 33,"40.000,00",2026-01-12,9
Los Molinos,"180.000,00",2026-01-13,48
Los Molinos,"249.900,00",2026-01-13,48
Los Molinos,"249.900,00",2026-01-13,48
Los Molinos,"249.900,00",2026-01-13,48
Colina,"249.900,00",2026-01-12,31
Atlantis,"10.000,00",2026-01-12,20
Pepe Sierra,"249.900,00",2026-01-12,32
Pepe Sierra,"199.900,00",2026-01-12,32
Pepe Sierra,"199.900,00",2026-01-12,32
Pepe Sierra,"199.900,00",2026-01-12,32
Pepe Sierra,"249.900,00",2026-01-12,32
FIC 48 CD DEL RIO,"249.900,00",2026-01-12,68
FIC 48 CD DEL RIO,"249.900,00",2026-01-12,68
Plaza Campestre,"199.900,00",2026-01-12,44
Plaza Campestre,"199.900,00",2026-01-12,44
Sabaneta,"13.000,01",2026-01-13,4
Campanella Plaza,"6.000,00",2026-01-13,29
Campanella Plaza,"9.000,01",2026-01-13,29
Campanella Plaza,"9.000,01",2026-01-13,29
Colina,"249.900,00",2026-01-13,31
Las Palmas Bio 26,"3.000,00",2026-01-13,46
Colina,"249.900,00",2026-01-13,31
Plaza Campestre,"40.000,00",2026-01-13,44
Altos Del Prado,"1,00",2026-01-13,19
Viva Palmas,"51.000,00",2026-01-13,40
Inferior,"6.000,00",2026-01-13,12
Sabaneta,"16.000,00",2026-01-13,4
Laureles,"3.000,00",2026-01-13,8
Colina,"18.000,02",2026-01-13,31
Viva Envigado,"8.000,00",2026-01-13,18
Campestre,"224.900,00",2026-01-13,5
Campanella Plaza,"29.000,00",2026-01-16,29
Corporate Center,"18.000,02",2026-01-16,61
Plaza Rio Grande,"219.900,00",2026-01-16,23
Laureles,"10.000,01",2026-01-16,8
Laureles,"24.900,00",2026-01-16,8
Viva Envigado,"3.000,00",2026-01-16,18
Plaza Campestre,"199.900,00",2026-01-16,44
City Plaza,"1,00",2026-01-16,6
Tesoro,"179.900,00",2026-01-16,3
FIC 48 CD DEL RIO,"8.000,00",2026-01-16,68
Cedro Bolivar,"22.000,01",2026-01-16,33
Atlantis,"14.000,02",2026-01-16,20
Viva Palmas,"224.900,00",2026-01-16,40
Viva Palmas,"199.900,00",2026-01-16,40
FIC 48 CD DEL RIO,"249.900,00",2026-01-16,68
CC Florida,"129.900,00",2026-01-16,43
Ciudadela Sabaneta,"399.900,00",2026-01-13,50
El Edén,"7.000,01",2026-01-13,52
Viva Envigado,"249.900,00",2026-01-13,18
Laureles,"3.000,00",2026-01-13,8
Plaza Campestre,"8.000,00",2026-01-13,44
Sabaneta,"12.000,01",2026-01-13,4
Tesoro,"3.000,00",2026-01-13,3
Viva Barranquilla,"15.000,00",2026-01-13,21
Altos Del Prado,"3.000,00",2026-01-13,19
Viva Envigado,"10.000,00",2026-01-13,18
Plaza Campestre,"6.000,00",2026-01-13,44
San Lucas,"8.999,99",2026-01-13,15
Campestre,"16.000,03",2026-01-13,5
Inferior,"219.900,00",2026-01-13,12
Niquia,"3.000,00",2026-01-13,16
Sabaneta,"3.000,00",2026-01-13,4
Viva Envigado,"8.000,00",2026-01-16,18
Plaza Campestre,"6.000,00",2026-01-16,44
Unicentro,"19.000,00",2026-01-16,30
Plaza Rio Grande,"20.000,03",2026-01-16,23
CC Florida,"224.900,00",2026-01-16,43
Intermedia,"8.000,01",2026-01-16,1
Epic Pereira,"24.900,00",2026-01-16,51
Cortezza,"3.000,00",2026-01-16,24
Oviedo,"3.000,00",2026-01-16,14
Oviedo,"3.000,00",2026-01-16,14
Campestre,"10.000,00",2026-01-16,5
Atlantis,"40.000,00",2026-01-16,20
Aves Maria,"13.000,00",2026-01-16,35
Éxito Poblado,"14.000,35",2026-01-16,27
Niquia,"3.000,00",2026-01-16,16
Epic Pereira,"199.900,00",2026-01-16,51
Oviedo,"13.000,00",2026-01-13,14
CC Florida,"179.900,00",2026-01-13,43
Pepe Sierra,"3.000,00",2026-01-13,32
Laureles,"3.000,00",2026-01-13,8
Aves Maria,"219.900,00",2026-01-13,35
Niquia,"12.000,01",2026-01-13,16
San Lucas,"26.000,02",2026-01-13,15
San Lucas,"124.900,00",2026-01-13,15
Laureles,"219.900,00",2026-01-13,8
Cedro Bolivar,"24.900,00",2026-01-13,33
CC Florida,"24.900,00",2026-01-13,43
Colina,"14.000,02",2026-01-13,31
Colina,"14.000,02",2026-01-13,31
CC Florida,"224.900,00",2026-01-13,43
Viva Envigado,"180.000,00",2026-01-13,18
Viva Envigado,"3.000,00",2026-01-13,18
Viva Envigado,"8.000,00",2026-01-12,18
El Edén,"10.000,00",2026-01-12,52
City Plaza,"2.399.900,00",2026-01-12,6
Viva Palmas,"16.000,00",2026-01-12,40
Connecta 80,"62.900,00",2026-01-12,28
Intermedia,"224.900,00",2026-01-12,1
Atlantis,"2.399.900,00",2026-01-12,20
Aves Maria,"3.000,00",2026-01-12,35
Éxito Poblado,"3.000,00",2026-01-12,27
Colina,"11.000,00",2026-01-12,31
Niquia,"8.000,00",2026-01-12,16
Viva Barranquilla,"199.900,00",2026-01-12,21
Oviedo,"12.000,00",2026-01-12,14
Oviedo,"3.000,00",2026-01-12,14
Campanella Plaza,"21.000,00",2026-01-12,29
Viva Envigado,"3.000,00",2026-01-12,18
Viva Envigado,"124.900,00",2026-01-12,18
Aves Maria,"15.000,00",2026-01-12,35
Pepe Sierra,"2.399.900,00",2026-01-12,32
Ciudadela Sabaneta,"3.000,00",2026-01-12,50
Viva Palmas,"249.900,00",2026-01-12,40
FIC 48 CD DEL RIO,"199.900,00",2026-01-12,68
CC Florida,"249.900,00",2026-01-12,43
Plaza Campestre,"199.900,00",2026-01-12,44
Campestre,"3.000,00",2026-01-12,5
Epic Pereira,"12.000,01",2026-01-12,51
City Plaza,"40.000,00",2026-01-12,6
Pepe Sierra,"10.000,00",2026-01-12,32
Campestre,"10.000,00",2026-01-12,5
Plaza Rio Grande,"3.000,00",2026-01-12,23
Viva Barranquilla,"15.000,00",2026-01-12,21
Corporate Center,"19.042,04",2026-01-12,61
Niquia,"18.000,02",2026-01-16,16
Colina,"61.000,06",2026-01-16,31
Alto de palmas,"8.000,00",2026-01-16,7
Laureles,"24.900,00",2026-01-16,8
La 33,"12.000,01",2026-01-16,9
Colina,"14.000,02",2026-01-16,31
Pepe Sierra,"399.900,00",2026-01-16,32
La 33,"24.900,00",2026-01-16,9
CC Florida,"24.900,00",2026-01-16,43
C.C Multiplaza - La Felicidad,"24.900,00",2026-01-16,69
Tesoro,"3.000,00",2026-01-16,3
Niquia,"24.900,00",2026-01-16,16
Viva Barranquilla,"3.000,00",2026-01-16,21
Los Molinos,"12.000,01",2026-01-16,48
Pepe Sierra,"12.000,01",2026-01-16,32
Parque Fabricato,"62.900,00",2026-01-16,56
Los Molinos,"8.000,00",2026-01-13,48
Laureles,"219.900,00",2026-01-13,8
Niquia,"224.900,00",2026-01-13,16
Campanella Plaza,"14.999,95",2026-01-13,29
Cedro Bolivar,"16.000,00",2026-01-13,33
Tesoro,"249.900,00",2026-01-13,3
Connecta 80,"40.000,00",2026-01-13,28
Alto de palmas,"15.000,00",2026-01-13,7
Éxito Chapinero,"62.900,00",2026-01-13,55
San Bernardo,"10.000,00",2026-01-13,34
Aves Maria,"15.000,00",2026-01-13,35
Belen,"16.000,00",2026-01-13,10
Cortezza,"12.000,01",2026-01-13,24
Oviedo,"399.900,00",2026-01-13,14
City Plaza,"3.000,00",2026-01-13,6
Ciudadela Sabaneta,"8.000,00",2026-01-13,50
Connecta 26,"180.000,00",2026-01-04,22
Plaza Rio Grande,"199.900,00",2026-01-04,23
Plaza Rio Grande,"249.900,00",2026-01-04,23
Altos Del Prado,"199.900,00",2026-01-04,19
Viva Barranquilla,"199.900,00",2026-01-04,21
Cortezza,"219.900,00",2026-01-04,24
Connecta 80,"249.900,00",2026-01-04,28
Unicentro,"199.900,00",2026-01-04,30
Unicentro,"199.900,00",2026-01-04,30
Viva Envigado,"180.000,00",2026-01-04,18
Viva Barranquilla,"199.900,00",2026-01-04,21
Viva Barranquilla,"199.900,00",2026-01-04,21
Plaza Rio Grande,"249.900,00",2026-01-04,23
Cortezza,"199.900,00",2026-01-04,24
Cortezza,"180.000,00",2026-01-04,24
Cortezza,"180.000,00",2026-01-04,24
Las Palmas Bio 26,"10.000,00",2026-01-16,46
Corporate Center,"3.000,00",2026-01-16,61
San Bernardo,"224.900,00",2026-01-16,34
Pepe Sierra,"219.900,00",2026-01-16,32
Laureles,"3.000,00",2026-01-16,8
La 33,"6.000,00",2026-01-16,9
Plaza Campestre,"9.000,00",2026-01-16,44
Colina,"17.000,02",2026-01-16,31
Mall Gran Via,"3.000,00",2026-01-16,53
Laureles,"16.000,00",2026-01-16,8
Santafe Bogota,"24.900,00",2026-01-16,13
Mall Gran Via,"3.000,00",2026-01-16,53
Colina,"14.000,02",2026-01-16,31
Cedro Bolivar,"15.000,00",2026-01-16,33
Laureles,"3.000,00",2026-01-16,8
Altos Del Prado,"399.900,00",2026-01-16,19
Tesoro,"13.000,01",2026-01-12,3
San Bernardo,"9.000,00",2026-01-12,34
Los Molinos,"18.000,02",2026-01-12,48
San Bernardo,"6.000,00",2026-01-12,34
Viva Barranquilla,"3.000,00",2026-01-12,21
Éxito Poblado,"249.900,00",2026-01-12,27
Intermedia,"199.900,00",2026-01-13,1
Sabaneta,"25.000,00",2026-01-12,4
Plaza Rio Grande,"12.000,01",2026-01-12,23
Niquia,"14.000,02",2026-01-12,16
Pepe Sierra,"3.000,00",2026-01-12,32
Los Molinos,"14.000,02",2026-01-12,48
Altos Del Prado,"15.000,00",2026-01-12,19
Sabaneta,"224.900,00",2026-01-12,4
Colina,"2.399.900,00",2026-01-12,31
La 33,"6.000,00",2026-01-12,9
Inferior,"7.000,01",2026-01-13,12
City Plaza,"219.900,00",2026-01-13,6
Sabaneta,"6.000,00",2026-01-13,4
City Plaza,"224.900,00",2026-01-13,6
Niquia,"3.000,00",2026-01-13,16
El Edén,"219.900,00",2026-01-13,52
Viva Envigado,"6.000,00",2026-01-13,18
Inferior,"11.000,00",2026-01-13,12
Colina,"14.000,02",2026-01-13,31
Los Molinos,"18.000,02",2026-01-13,48
Los Colores,"224.900,00",2026-01-13,17
Mall Gran Via,"6.000,00",2026-01-13,53
San Bernardo,"18.000,00",2026-01-13,34
San Bernardo,"219.900,00",2026-01-13,34
Cortezza,"180.000,00",2026-01-13,24
San Bernardo,"15.000,00",2026-01-13,34
Parque Fabricato,"24.900,00",2026-01-16,56
Unicentro,"199.900,00",2026-01-16,30
Unicentro,"180.000,00",2026-01-16,30
Laureles,"3.000,00",2026-01-16,8
Aves Maria,"199.900,00",2026-01-16,35
Aves Maria,"199.900,00",2026-01-16,35
Aves Maria,"109.900,00",2026-01-16,35
Aves Maria,"219.900,00",2026-01-16,35
Oviedo,"3.000,00",2026-01-16,14
Epic Pereira,"199.900,00",2026-01-16,51
Laureles,"3.000,00",2026-01-16,8
Viva Palmas,"3.000,00",2026-01-16,40
Intermedia,"10.000,00",2026-01-16,1
Plaza Campestre,"3.000,00",2026-01-16,44
San Bernardo,"6.000,00",2026-01-16,34
Pepe Sierra,"12.000,01",2026-01-16,32
Viva Barranquilla,"10.000,00",2026-01-13,21
La 33,"7.000,01",2026-01-13,9
City Plaza,"179.900,00",2026-01-13,6
Tesoro,"2.699.900,00",2026-01-13,3
City Plaza,"3.000,00",2026-01-13,6
Sabaneta,"249.900,00",2026-01-13,4
San Lucas,"27.000,01",2026-01-13,15
Cortezza,"16.000,03",2026-01-13,24
FIC 48 CD DEL RIO,"3.000,00",2026-01-13,68
Viva Envigado,"62.900,00",2026-01-13,18
Sabaneta,"9.000,00",2026-01-13,4
Unicentro,"15.000,00",2026-01-13,30
CC Florida,"1,00",2026-01-13,43
Park1433,"15.000,00",2026-01-13,45
Ciudadela Sabaneta,"6.000,00",2026-01-13,50
Belen,"18.000,02",2026-01-13,10
Pepe Sierra,"249.900,00",2026-01-04,32
Pepe Sierra,"199.900,00",2026-01-04,32
Pepe Sierra,"249.900,00",2026-01-04,32
Pepe Sierra,"249.900,00",2026-01-04,32
Aves Maria,"249.900,00",2026-01-04,35
Aves Maria,"180.000,00",2026-01-04,35
Aves Maria,"224.900,00",2026-01-04,35
CC Florida,"3.000,00",2026-01-04,43
Connecta 80,"249.900,00",2026-01-04,28
Viva Palmas,"199.900,00",2026-01-04,40
Viva Palmas,"249.900,00",2026-01-04,40
FIC 48 CD DEL RIO,"199.900,00",2026-01-04,68
FIC 48 CD DEL RIO,"199.900,00",2026-01-04,68
FIC 48 CD DEL RIO,"249.900,00",2026-01-04,68
Unicentro,"3.000,00",2026-01-04,30
Connecta 26,"2.399.900,00",2026-01-04,22
Santafe Bogota,"2.399.900,00",2026-01-13,13
Viva Barranquilla,"10.000,00",2026-01-13,21
Colina,"6.000,00",2026-01-13,31
Oviedo,"3.000,00",2026-01-13,14
Unicentro,"15.000,00",2026-01-13,30
Cortezza,"249.900,00",2026-01-13,24
Viva Envigado,"180.000,00",2026-01-13,18
FIC 48 CD DEL RIO,"179.900,00",2026-01-13,68
CC Florida,"3.000,00",2026-01-13,43
Campestre,"12.000,01",2026-01-13,5
Mall Gran Via,"8.000,00",2026-01-13,53
Viva Envigado,"180.000,00",2026-01-13,18
Viva Barranquilla,"10.000,00",2026-01-13,21
Oviedo,"10.000,00",2026-01-13,14
Sabaneta,"219.900,00",2026-01-13,4
Laureles,"399.900,00",2026-01-13,8
Colina,"219.900,00",2026-01-12,31
Campestre,"124.900,00",2026-01-12,5
Unicentro,"40.000,00",2026-01-12,30
Cortezza,"10.000,00",2026-01-12,24
Connecta 80,"14.000,02",2026-01-12,28
City Plaza,"8.000,00",2026-01-12,6
Colina,"3.000,00",2026-01-12,31
Campanella Plaza,"42.000,00",2026-01-12,29
Park1433,"219.900,00",2026-01-13,45
Park1433,"249.900,00",2026-01-13,45
Outlet,"129.900,00",2026-01-13,47
Outlet,"249.900,00",2026-01-13,47
Los Molinos,"249.900,00",2026-01-13,48
Los Molinos,"249.900,00",2026-01-13,48
Sabaneta,"199.900,00",2026-01-13,4
Plaza Campestre,"35.000,02",2026-01-13,44
San Bernardo,"24.900,00",2026-01-13,34
Cedro Bolivar,"24.900,00",2026-01-13,33
Viva Palmas,"6.000,00",2026-01-13,40
Epic Pereira,"24.900,00",2026-01-13,51
Niquia,"11.000,00",2026-01-13,16
CC Florida,"3.000,00",2026-01-13,43
Niquia,"3.000,00",2026-01-13,16
Connecta 26,"24.900,00",2026-01-13,22
La 33,"6.000,00",2026-01-13,9
San Bernardo,"24.900,00",2026-01-13,34
Santafe Bogota,"170.000,00",2026-01-13,13
City Plaza,"24.900,00",2026-01-13,6
Campestre,"40.000,00",2026-01-13,5
FIC 48 CD DEL RIO,"3.000,00",2026-01-13,68
CC Florida,"3.000,00",2026-01-13,43
Colina,"14.000,02",2026-01-16,31
Campestre,"3.000,00",2026-01-16,5
Viva Barranquilla,"19.000,01",2026-01-16,21
Colina,"10.000,00",2026-01-16,31
FIC 48 CD DEL RIO,"3.000,00",2026-01-16,68
City Plaza,"15.000,00",2026-01-16,6
Connecta 26,"24.900,00",2026-01-16,22
Pepe Sierra,"16.000,03",2026-01-16,32
Sabaneta,"28.000,02",2026-01-16,4
Aves Maria,"30.000,00",2026-01-16,35
Connecta 26,"8.000,00",2026-01-16,22
San Lucas,"2.699.900,00",2026-01-16,15
Los Molinos,"18.000,00",2026-01-16,48
Los Colores,"14.000,02",2026-01-16,17
Laureles,"114.000,00",2026-01-16,8
Santafe Bogota,"219.900,00",2026-01-16,13
Los Molinos,"249.900,00",2026-01-13,48
Sabaneta,"249.900,00",2026-01-13,4
Sabaneta,"129.900,00",2026-01-13,4
Campestre,"14.000,02",2026-01-12,5
Belen,"3.000,00",2026-01-12,10
Pepe Sierra,"2.399.900,00",2026-01-12,32
Los Colores,"3.000,00",2026-01-12,17
Viva Envigado,"26.000,00",2026-01-12,18
Oviedo,"3.000,00",2026-01-12,14
Sabaneta,"1,00",2026-01-12,4
Parque Fabricato,"62.900,00",2026-01-12,56
